latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
40018369858;-105254631845;15922873;1;14;0.0081;0.0058;0.0121;-0.0027;-0.0022;0.0016;0.19;41.9
40018369574;-105254649509;15923216;1;13;0.0088;0.0065;0.0123;-0.0026;-0.0030;-0.0013;0.39;46.4
40018369606;-105254667188;15923443;1;12;0.0102;0.0070;0.0144;0.0035;-0.0056;-0.0065;0.59;219.4
40018369523;-105254684528;15923640;1;12;0.0104;0.0070;0.0152;0.0041;-0.0061;-0.0073;0.79;219.4
40018369497;-105254701804;15923776;1;12;0.0104;0.0070;0.0154;0.0043;-0.0061;-0.0074;0.99;219.3
40018369458;-105254719003;15924203;1;12;0.0108;0.0071;0.0155;0.0048;-0.0062;-0.0076;1.19;219.3
40018369289;-105254736038;15924683;1;12;0.0108;0.0071;0.0157;0.0048;-0.0063;-0.0076;1.39;219.4
40018369247;-105254752827;15925158;1;12;0.0104;0.0069;0.0153;0.0045;-0.0061;-0.0074;0.59;219.8
40018369421;-105254769489;15925558;1;12;0.0104;0.0069;0.0153;0.0045;-0.0061;-0.0073;0.79;219.6
40018369597;-105254785911;15925977;1;12;0.0104;0.0069;0.0154;0.0045;-0.0061;-0.0074;0.99;219.7
40018369766;-105254802114;15926408;1;11;0.0133;0.0088;0.0188;-0.0032;-0.0098;0.0002;0.19;219.5
40018369679;-105254818012;15926714;1;11;0.0132;0.0085;0.0194;-0.0023;-0.0098;-0.0017;0.39;219.4
40018369654;-105254833762;15926915;1;11;0.0121;0.0066;0.0149;0.0048;-0.0056;-0.0084;0.59;4.1
40018369605;-105254849657;15927356;1;11;0.0121;0.0067;0.0150;0.0049;-0.0056;-0.0084;0.79;4.9
40018369566;-105254865284;15927712;1;11;0.0128;0.0068;0.0151;0.0054;-0.0057;-0.0086;0.99;5.6
40018369623;-105254880945;15927782;1;11;0.0140;0.0069;0.0153;0.0059;-0.0059;-0.0093;1.19;6.0
40018369712;-105254896347;15927760;1;11;0.0132;0.0067;0.0150;0.0055;-0.0058;-0.0089;0.39;6.4
40018369686;-105254911617;15927453;1;11;0.0127;0.0067;0.0150;0.0053;-0.0057;-0.0087;0.59;6.5
40018369754;-105254926744;15927205;1;11;0.0122;0.0067;0.0150;0.0049;-0.0057;-0.0085;0.79;4.0
40018369429;-105254941726;15927076;1;11;0.0122;0.0067;0.0151;0.0049;-0.0057;-0.0085;0.99;4.6
40018369380;-105254956762;15926972;1;11;0.0122;0.0067;0.0152;0.0050;-0.0057;-0.0085;1.19;5.1
40018369479;-105254971241;15926819;1;11;0.0132;0.0068;0.0154;0.0054;-0.0059;-0.0091;1.39;4.4
40018369052;-105254985051;15926707;1;10;0.0142;0.0071;0.0156;0.0062;-0.0061;-0.0095;1.59;7.1
40018368731;-105254998208;15926735;1;10;0.0140;0.0071;0.0158;0.0061;-0.0061;-0.0096;1.79;7.0
40018368421;-105255010745;15926914;1;10;0.0132;0.0069;0.0153;0.0058;-0.0059;-0.0090;0.99;6.8
40018367971;-105255022937;15926851;1;11;0.0127;0.0069;0.0152;0.0055;-0.0058;-0.0086;1.19;3.9
40018367278;-105255034630;15927001;1;11;0.0126;0.0069;0.0153;0.0054;-0.0058;-0.0087;1.39;5.6
40018366055;-105255045611;15927137;1;10;0.0139;0.0070;0.0156;0.0059;-0.0060;-0.0094;1.59;6.7
40018364597;-105255056056;15927303;1;10;0.0134;0.0068;0.0152;0.0056;-0.0059;-0.0091;0.79;6.6
40018362667;-105255066183;15927298;1;10;0.0133;0.0068;0.0152;0.0056;-0.0058;-0.0090;0.99;6.8
40018360527;-105255076490;15927674;1;8;0.0165;0.0099;0.0210;-0.0039;-0.0090;0.0068;1.19;229.6
40018357280;-105255086158;15927705;1;8;0.0168;0.0101;0.0240;-0.0053;-0.0103;0.0103;0.39;229.6
40018353936;-105255095303;15927915;1;8;0.0169;0.0102;0.0249;-0.0054;-0.0107;0.0107;0.59;229.4
40018350064;-105255103783;15927953;1;8;0.0169;0.0102;0.0251;-0.0054;-0.0108;0.0106;0.79;229.1
40018345227;-105255111679;15927998;1;8;0.0169;0.0103;0.0252;-0.0054;-0.0108;0.0105;0.99;228.7
40018340249;-105255118900;15928068;1;8;0.0170;0.0104;0.0254;-0.0055;-0.0109;0.0104;1.19;228.3
40018334555;-105255125243;15928060;1;9;0.0166;0.0102;0.0250;-0.0054;-0.0108;0.0103;0.39;228.1
40018328485;-105255130850;15928260;1;9;0.0160;0.0102;0.0248;-0.0052;-0.0107;0.0097;0.59;227.8
40018322181;-105255136085;15928311;1;9;0.0154;0.0102;0.0247;-0.0050;-0.0107;0.0089;0.79;227.6
40018315624;-105255140619;15928666;1;9;0.0150;0.0103;0.0247;-0.0049;-0.0107;0.0082;0.99;227.2
40018308662;-105255144309;15929043;1;10;0.0233;0.0189;0.0252;-0.0175;-0.0139;0.0122;1.19;243.2
40018301401;-105255147813;15929036;1;10;0.0221;0.0166;0.0246;-0.0159;-0.0132;0.0125;0.39;242.8
40018293871;-105255150715;15928635;1;10;0.0135;0.0089;0.0233;-0.0042;-0.0090;0.0075;0.59;3.7
40018286610;-105255153386;15928628;1;10;0.0134;0.0088;0.0230;-0.0045;-0.0085;0.0076;0.79;4.1
40018279123;-105255155800;15928778;1;10;0.0134;0.0087;0.0227;-0.0046;-0.0082;0.0077;0.99;4.6
40018271241;-105255157808;15928818;1;10;0.0132;0.0085;0.0222;-0.0045;-0.0079;0.0077;0.19;4.9
40018263866;-105255159337;15929645;1;9;0.0150;0.0086;0.0227;-0.0054;-0.0082;0.0101;0.39;3.9
40018254632;-105255160550;15928810;1;8;0.0179;0.0086;0.0249;-0.0059;-0.0084;0.0142;0.59;3.7
40018245281;-105255161768;15928610;1;6;0.0244;0.0088;0.0414;-0.0033;-0.0043;0.0273;0.79;3.7
40018235304;-105255162583;15928561;1;7;0.0339;0.0089;0.0652;0.0018;0.0038;0.0439;0.99;3.8
40018225966;-105255163573;15929196;2;6;0.0295;0.0134;0.0729;-0.0129;-0.0083;0.0364;0.19;0.0
40018166944;-105255168999;15928831;2;7;0.2633;0.2332;0.2953;0.0546;-0.1098;-0.1901;1.19;0.0
40018156681;-105255166282;15928235;2;7;0.1027;0.0985;0.1960;-0.0350;-0.0271;-0.0977;1.39;0.0
40018144372;-105255166084;15928016;2;9;0.0924;0.0933;0.1544;-0.0328;-0.0267;-0.0716;1.59;0.0
40018131893;-105255165648;15927894;2;11;0.0855;0.0879;0.1413;-0.0313;-0.0262;-0.0621;0.79;0.0
40018119499;-105255165312;15927639;2;11;0.0842;0.0848;0.1370;-0.0279;-0.0267;-0.0590;0.99;0.0
40018107091;-105255165001;15927422;2;10;0.0844;0.0850;0.1332;-0.0289;-0.0244;-0.0575;1.19;0.0
40018094600;-105255164684;15927171;2;10;0.0841;0.0851;0.1289;-0.0295;-0.0223;-0.0553;1.39;0.0
40018082156;-105255164245;15926837;2;10;0.0837;0.0851;0.1258;-0.0295;-0.0220;-0.0534;1.59;0.0
40018069604;-105255164178;15926626;2;10;0.0834;0.0850;0.1244;-0.0293;-0.0227;-0.0524;1.79;0.0
40018057058;-105255164076;15926537;2;11;0.0833;0.0850;0.1246;-0.0291;-0.0238;-0.0523;1.99;0.0
40018044550;-105255164018;15926304;2;11;0.0832;0.0848;0.1250;-0.0292;-0.0238;-0.0524;2.19;0.0
40018032038;-105255164063;15926177;2;11;0.0831;0.0847;0.1251;-0.0293;-0.0233;-0.0524;2.39;0.0
40018019737;-105255164201;15926013;2;11;0.0830;0.0846;0.1249;-0.0293;-0.0230;-0.0522;1.59;0.0
40018007510;-105255164304;15925910;2;11;0.0829;0.0845;0.1247;-0.0293;-0.0228;-0.0521;1.79;0.0
40017995390;-105255164561;15925785;2;11;0.0828;0.0845;0.1245;-0.0294;-0.0226;-0.0520;1.99;0.0
40017983400;-105255164890;15925824;2;11;0.0828;0.0844;0.1244;-0.0294;-0.0225;-0.0519;2.19;0.0
40017971460;-105255164984;15925845;2;11;0.0827;0.0844;0.1242;-0.0294;-0.0225;-0.0518;2.39;0.0
40017959595;-105255165455;15925611;2;10;0.0828;0.0845;0.1247;-0.0290;-0.0237;-0.0523;2.59;0.0
40017947962;-105255165706;15925458;2;11;0.0826;0.0843;0.1242;-0.0294;-0.0225;-0.0518;2.79;0.0
40017936556;-105255166047;15925346;2;11;0.0825;0.0842;0.1241;-0.0294;-0.0224;-0.0517;2.99;0.0
40017925411;-105255166381;15925392;2;10;0.0826;0.0843;0.1245;-0.0290;-0.0237;-0.0521;2.19;0.0
40017914412;-105255166568;15925425;2;10;0.0825;0.0843;0.1248;-0.0288;-0.0242;-0.0523;2.39;0.0
40017903762;-105255166697;15925772;2;10;0.0824;0.0841;0.1246;-0.0288;-0.0240;-0.0522;0.59;0.0
40017893369;-105255166509;15926025;2;8;0.0824;0.0841;0.1247;-0.0288;-0.0236;-0.0522;0.79;0.0
40017883315;-105255166497;15926188;2;7;0.0823;0.0841;0.1247;-0.0288;-0.0235;-0.0522;0.99;0.0
40017873783;-105255166028;15926329;2;7;0.0823;0.0841;0.1248;-0.0287;-0.0236;-0.0522;1.19;0.0
40017864882;-105255165333;15926383;2;7;0.0822;0.0840;0.1247;-0.0287;-0.0235;-0.0522;0.39;0.0
40017856413;-105255164766;15926319;2;6;0.0828;0.0840;0.1259;-0.0285;-0.0231;-0.0504;0.59;0.0
40017848325;-105255163565;15925975;2;6;0.0831;0.0840;0.1274;-0.0284;-0.0229;-0.0489;0.79;0.0
40017840638;-105255162362;15925913;2;6;0.0830;0.0839;0.1279;-0.0284;-0.0229;-0.0485;0.99;0.0
40017833387;-105255160757;15925697;2;6;0.0860;0.0839;0.1331;-0.0279;-0.0220;-0.0395;1.19;0.0
40017826181;-105255158983;15925417;2;6;0.0878;0.0838;0.1392;-0.0277;-0.0216;-0.0281;0.39;0.0
40017819269;-105255157205;15925176;2;6;0.0878;0.0838;0.1426;-0.0280;-0.0220;-0.0234;0.59;0.0
40017812480;-105255155656;15925338;2;6;0.0871;0.0837;0.1426;-0.0281;-0.0225;-0.0260;0.79;0.0
40017805811;-105255153823;15925256;2;6;0.0865;0.0837;0.1410;-0.0281;-0.0227;-0.0297;0.99;0.0
40017799371;-105255151631;15925347;2;6;0.0862;0.0837;0.1394;-0.0281;-0.0226;-0.0323;1.19;0.0
40017792863;-105255149131;15925479;2;6;0.0898;0.0836;0.1448;-0.0274;-0.0211;0.0010;0.39;0.0
40017786883;-105255146234;15925753;2;6;0.0915;0.0836;0.1502;-0.0273;-0.0207;0.0273;0.59;0.0
40017781387;-105255143219;15925951;2;6;0.0912;0.0835;0.1522;-0.0275;-0.0212;0.0287;0.79;0.0
40017776269;-105255140482;15926252;2;6;0.0903;0.0835;0.1514;-0.0277;-0.0217;0.0247;0.99;0.0
40017771275;-105255137600;15925798;2;6;0.0897;0.0834;0.1494;-0.0277;-0.0217;0.0194;0.19;0.0
40017766496;-105255134152;15925623;2;6;0.0894;0.0834;0.1477;-0.0276;-0.0215;0.0146;0.39;0.0
40017761932;-105255130752;15924872;2;6;0.0892;0.0834;0.1464;-0.0275;-0.0214;0.0098;0.59;0.0
40017757813;-105255126998;15924332;2;5;0.0919;0.0834;0.1500;-0.0270;-0.0203;0.0291;0.79;0.0
40017753854;-105255123325;15923911;2;5;0.0963;0.0833;0.1594;-0.0264;-0.0187;0.0490;0.99;0.0
40017750157;-105255119483;15923280;2;6;0.1163;0.0898;0.1797;-0.0205;-0.0134;0.0790;0.19;0.0
40017746603;-105255115455;15922513;2;8;0.1234;0.0865;0.2115;-0.0256;-0.0165;0.1072;0.39;0.0
40017743677;-105255111524;15922033;2;8;0.1375;0.0859;0.2521;-0.0255;-0.0175;0.1427;0.59;0.0
40017740926;-105255107529;15921308;2;9;0.1527;0.0855;0.2906;-0.0263;-0.0200;0.1737;0.79;0.0
40017739524;-105255103564;15923432;2;9;0.1250;0.0855;0.2239;-0.0277;-0.0237;0.1184;0.99;0.0
40017738099;-105255099573;15924823;2;9;0.1144;0.0855;0.1979;-0.0276;-0.0237;0.0937;0.19;0.0
40017735964;-105255095304;15924809;2;8;0.1118;0.0854;0.1898;-0.0273;-0.0222;0.0854;0.39;0.0
40017734275;-105255090944;15924323;2;8;0.1109;0.0854;0.1865;-0.0268;-0.0209;0.0823;0.59;0.0
40017732442;-105255086461;15924204;2;8;0.1102;0.0853;0.1841;-0.0265;-0.0199;0.0801;0.79;0.0
40017730434;-105255082062;15924113;2;8;0.1095;0.0853;0.1816;-0.0263;-0.0194;0.0777;0.99;0.0
40017729180;-105255078116;15924077;2;7;0.1092;0.0854;0.1797;-0.0254;-0.0196;0.0757;1.19;0.0
40017728251;-105255074250;15924060;2;8;0.1088;0.0854;0.1788;-0.0254;-0.0200;0.0745;0.39;0.0
40017727584;-105255070724;15924254;2;8;0.1085;0.0853;0.1787;-0.0259;-0.0204;0.0743;0.59;0.0
40017726243;-105255067209;15924206;2;8;0.1085;0.0852;0.1790;-0.0262;-0.0207;0.0747;0.79;0.0
40017725918;-105255064373;15924213;2;8;0.1087;0.0851;0.1795;-0.0264;-0.0209;0.0753;0.99;0.0
40017725959;-105255062105;15924254;2;9;0.1087;0.0851;0.1797;-0.0265;-0.0209;0.0757;0.19;0.0
40017725068;-105255059622;15924168;2;9;0.1087;0.0850;0.1797;-0.0266;-0.0205;0.0760;0.39;0.0
40017724473;-105255057361;15924025;2;9;0.1088;0.0849;0.1796;-0.0267;-0.0200;0.0762;0.59;0.0
40017724198;-105255054977;15923980;2;9;0.1088;0.0848;0.1793;-0.0267;-0.0198;0.0761;0.79;0.0
40017724080;-105255052962;15924117;2;9;0.1087;0.0848;0.1791;-0.0267;-0.0196;0.0761;0.99;0.0
40017723787;-105255050820;15923818;2;7;0.1096;0.0848;0.1808;-0.0260;-0.0175;0.0784;0.19;0.0
40017723476;-105255048091;15923663;2;7;0.1106;0.0847;0.1827;-0.0256;-0.0159;0.0810;0.39;0.0
40017723816;-105255046084;15923954;2;7;0.1113;0.0847;0.1841;-0.0254;-0.0151;0.0828;0.59;0.0
40017723867;-105255043811;15924164;2;7;0.1116;0.0846;0.1846;-0.0253;-0.0147;0.0835;0.79;0.0
40017723851;-105255041546;15924601;2;7;0.1166;0.0867;0.1856;-0.0356;-0.0233;0.0872;0.99;0.0
40017724155;-105255040432;15924744;2;7;0.1162;0.0860;0.1856;-0.0340;-0.0229;0.0875;0.19;0.0
40017724113;-105255038758;15924797;2;7;0.1159;0.0855;0.1857;-0.0328;-0.0226;0.0877;0.39;0.0
40017724235;-105255036503;15925085;2;7;0.1154;0.0853;0.1856;-0.0319;-0.0220;0.0874;0.59;0.0
40017723874;-105255034249;15924699;2;7;0.1150;0.0852;0.1853;-0.0313;-0.0213;0.0870;0.79;0.0
40017723736;-105255031571;15924251;2;7;0.1147;0.0851;0.1850;-0.0311;-0.0208;0.0866;0.99;0.0
40017723675;-105255028896;15923630;2;7;0.1143;0.0851;0.1847;-0.0309;-0.0202;0.0861;0.19;0.0
40017725303;-105255027508;15923742;2;7;0.1140;0.0850;0.1845;-0.0307;-0.0196;0.0858;0.39;0.0
40017727386;-105255025186;15925162;2;7;0.1139;0.0849;0.1843;-0.0305;-0.0190;0.0856;0.59;0.0
40017729381;-105255022319;15926225;2;7;0.1180;0.0868;0.1849;-0.0384;-0.0250;0.0883;0.79;0.0
40017728773;-105255017083;15925583;2;7;0.1176;0.0860;0.1852;-0.0367;-0.0243;0.0887;0.99;0.0
40017730434;-105255013708;15925644;2;6;0.1177;0.0860;0.1861;-0.0342;-0.0206;0.0899;1.19;0.0
40017730723;-105255008794;15924774;2;6;0.1175;0.0859;0.1866;-0.0326;-0.0178;0.0902;1.39;0.0
40017730974;-105255003635;15923477;2;7;0.1198;0.0888;0.1866;-0.0404;-0.0206;0.0907;0.59;0.0
40017731021;-105254997961;15922442;2;6;0.1316;0.0954;0.1920;-0.0604;-0.0373;0.0986;0.79;0.0
40017731999;-105254993169;15921401;2;7;0.1466;0.1022;0.1976;-0.0783;-0.0553;0.1112;0.99;0.0
40017735640;-105254989576;15921517;2;7;0.1279;0.0934;0.1941;-0.0567;-0.0425;0.0998;0.19;0.0
40017738683;-105254984941;15921202;2;8;0.1246;0.0922;0.1921;-0.0528;-0.0390;0.0964;0.39;0.0
40017742185;-105254979839;15920712;2;8;0.1221;0.0909;0.1905;-0.0493;-0.0351;0.0938;0.59;0.0
40017746106;-105254974696;15920122;2;7;0.1218;0.0902;0.1893;-0.0477;-0.0324;0.0923;0.79;0.0
40017750886;-105254969979;15920030;2;8;0.1215;0.0897;0.1883;-0.0467;-0.0303;0.0910;0.99;0.0
40017755909;-105254965422;15920223;2;9;0.1204;0.0892;0.1874;-0.0453;-0.0279;0.0895;0.19;0.0
40017761289;-105254961185;15920399;2;10;0.1195;0.0888;0.1867;-0.0444;-0.0263;0.0883;0.39;0.0
40017766959;-105254957505;15920318;2;10;0.1188;0.0884;0.1861;-0.0436;-0.0250;0.0875;0.59;0.0
40017772810;-105254953998;15920211;2;10;0.1182;0.0881;0.1857;-0.0428;-0.0240;0.0868;0.79;0.0
40017779130;-105254950972;15920239;2;9;0.1181;0.0879;0.1857;-0.0427;-0.0242;0.0869;0.99;0.0
40017785626;-105254948159;15920137;2;9;0.1180;0.0878;0.1857;-0.0422;-0.0247;0.0867;0.19;0.0
40017792241;-105254945906;15919870;2;8;0.1178;0.0876;0.1856;-0.0419;-0.0248;0.0864;0.39;0.0
40017798520;-105254943578;15919221;2;8;0.1175;0.0875;0.1854;-0.0415;-0.0246;0.0861;0.59;0.0
40017804210;-105254942037;15918904;2;8;0.1172;0.0873;0.1852;-0.0411;-0.0244;0.0858;0.79;0.0
40017808055;-105254940292;15918043;2;7;0.1172;0.0892;0.1870;-0.0390;-0.0332;0.0843;0.99;0.0
40017813902;-105254937358;15916882;2;4;0.1230;0.0933;0.1924;-0.0367;-0.0486;0.0821;0.19;0.0
40018321958;-105254946141;15958555;2;5;69.881;141.978;243.698;87.877;-184.309;-111.341;0.79;0.0
40018296743;-105254952602;15978270;2;5;62.966;135.378;232.930;83.446;-176.348;-106.678;0.99;0.0
40018293198;-105254979511;16025817;2;5;58.090;129.201;222.667;79.328;-168.632;-101.902;1.19;0.0
40018297669;-105254990502;16047746;2;5;54.911;124.880;215.386;76.589;-163.183;-98.702;0.39;0.0
40018295203;-105255002536;16067079;2;5;52.368;120.976;208.762;74.139;-158.208;-95.756;0.59;0.0
40018296096;-105254994974;16062652;2;5;50.245;117.425;202.712;71.925;-153.652;-93.047;0.79;0.0
40018316170;-105254923781;15974859;2;6;23.430;27.986;54.717;14.019;-37.056;-13.140;0.99;0.0
40018327077;-105254887091;15928654;2;6;21.055;19.715;42.121;0.7475;-26.416;0.7030;0.19;0.0
40018324955;-105254872896;15915573;2;8;19.503;16.445;36.526;0.4506;-22.152;0.9078;0.39;0.0
40018322343;-105254869628;15920971;2;8;18.342;14.430;32.921;0.2125;-19.504;0.9546;0.59;0.0
40018324852;-105254853325;15917300;2;8;17.393;13.025;30.292;-0.1902;-17.647;0.9561;0.79;0.0
40018324535;-105254841780;15912510;2;8;16.589;11.972;28.248;-0.2851;-16.248;0.9413;0.99;0.0
40018324962;-105254828077;15908535;2;8;15.972;11.146;26.803;-0.3322;-15.166;0.9488;1.19;0.0
40018324854;-105254814338;15904584;2;8;15.349;10.473;25.397;-0.3535;-14.262;0.9217;0.39;0.0
40018324014;-105254801128;15902888;2;8;14.804;0.9911;24.198;-0.3642;-13.505;0.8948;0.59;0.0
40018321916;-105254788614;15903654;2;8;14.307;0.9432;23.158;-0.3698;-12.859;0.8696;0.79;0.0
40018323914;-105254774827;15902869;2;8;13.857;0.9017;22.245;-0.3720;-12.298;0.8457;0.99;0.0
40018324940;-105254764333;15908550;2;8;13.446;0.8653;21.433;-0.3719;-11.805;0.8233;0.19;0.0
40018325230;-105254750073;15906424;2;8;13.070;0.8331;20.706;-0.3704;-11.368;0.8023;0.39;0.0
40018326658;-105254735869;15907554;2;8;12.722;0.8042;20.049;-0.3679;-10.976;0.7827;0.59;0.0
40018327229;-105254720192;15903773;2;8;12.400;0.7782;19.451;-0.3649;-10.622;0.7642;0.79;0.0
40018326634;-105254704920;15903875;2;8;12.130;0.7547;18.999;-0.3629;-10.312;0.7578;0.99;0.0
40018325553;-105254690422;15903888;2;8;11.848;0.7331;18.490;-0.3591;-10.017;0.7407;1.19;0.0
40018326992;-105254674807;15905725;2;9;11.574;0.7098;17.960;-0.3594;-0.9694;0.7291;1.39;0.0
40018327296;-105254659629;15906971;2;9;11.301;0.6821;17.358;-0.3668;-0.9298;0.7262;0.59;0.0
40018326928;-105254643611;15905954;2;9;11.047;0.6576;16.820;-0.3713;-0.8949;0.7213;0.79;0.0
40018327246;-105254628784;15907558;2;9;10.809;0.6358;16.333;-0.3737;-0.8638;0.7152;0.99;0.0
40018327242;-105254612332;15906755;2;9;10.586;0.6162;15.891;-0.3746;-0.8359;0.7082;1.19;0.0
40018327722;-105254596403;15907638;2;10;10.358;0.5797;15.000;-0.3857;-0.7746;0.7164;0.39;0.0
40018327697;-105254579863;15908777;2;10;10.151;0.5533;14.348;-0.3898;-0.7311;0.7160;0.59;0.0
40018327884;-105254562637;15908335;2;10;0.9957;0.5310;13.793;-0.3915;-0.6945;0.7129;0.79;0.0
40018328038;-105254545814;15908587;2;10;0.9774;0.5117;13.312;-0.3915;-0.6632;0.7081;0.99;0.0
40018328389;-105254527976;15907751;2;10;0.9601;0.4948;12.887;-0.3904;-0.6360;0.7022;1.19;0.0
40018328529;-105254510039;15907432;2;10;0.9434;0.4798;12.507;-0.3886;-0.6120;0.6954;0.39;0.0
40018328311;-105254491294;15905542;2;10;0.9276;0.4664;12.164;-0.3861;-0.5906;0.6882;0.59;0.0
40018328415;-105254472390;15904677;2;10;0.9124;0.4542;11.853;-0.3833;-0.5713;0.6807;0.79;0.0
40018328241;-105254453695;15904946;2;10;0.8979;0.4430;11.567;-0.3803;-0.5539;0.6730;0.99;0.0
40018328545;-105254435224;15905350;2;10;0.8838;0.4328;11.304;-0.3769;-0.5380;0.6652;0.19;0.0
40018329016;-105254416450;15905496;2;10;0.8703;0.4233;11.059;-0.3735;-0.5235;0.6573;0.39;0.0
40018329382;-105254397385;15905330;2;10;0.8572;0.4145;10.831;-0.3700;-0.5100;0.6495;0.59;0.0
40018329954;-105254378538;15906034;2;11;0.8256;0.4053;10.615;-0.3594;-0.4968;0.6382;0.79;0.0
40018331668;-105254360113;15906726;2;11;0.8001;0.3969;10.412;-0.3507;-0.4847;0.6279;0.99;0.0
40018333627;-105254341235;15906688;2;11;0.7780;0.3889;10.222;-0.3428;-0.4733;0.6186;0.19;0.0
40018333281;-105254321794;15905995;2;11;0.7578;0.3815;10.043;-0.3354;-0.4627;0.6095;0.39;0.0
40018333237;-105254302534;15905324;2;11;0.7392;0.3744;0.9873;-0.3283;-0.4527;0.6006;0.59;0.0
40018333391;-105254283752;15905672;2;11;0.7220;0.3677;0.9712;-0.3216;-0.4433;0.5921;0.79;0.0
40018333215;-105254265096;15906095;2;11;0.7150;0.3620;0.9560;-0.3189;-0.4348;0.5857;0.99;0.0
40018333416;-105254246670;15906473;2;11;0.6992;0.3559;0.9414;-0.3127;-0.4263;0.5775;0.19;0.0
40018333653;-105254228199;15906615;2;11;0.6845;0.3502;0.9274;-0.3067;-0.4183;0.5696;0.39;0.0
40018333675;-105254209405;15906258;2;11;0.6706;0.3447;0.9139;-0.3011;-0.4106;0.5619;0.59;0.0
40018334318;-105254190785;15906064;2;11;0.6576;0.3395;0.9011;-0.2957;-0.4033;0.5545;0.79;0.0
40018334478;-105254172400;15905794;2;11;0.6452;0.3345;0.8888;-0.2906;-0.3963;0.5473;0.99;0.0
40018334475;-105254154511;15905588;2;11;0.6340;0.3295;0.8770;-0.2858;-0.3898;0.5409;1.19;0.0
40018334745;-105254137713;15905527;2;11;0.6239;0.3250;0.8665;-0.2816;-0.3839;0.5353;0.39;0.0
40018334647;-105254121555;15905580;2;11;0.6141;0.3207;0.8561;-0.2776;-0.3781;0.5296;0.59;0.0
40018334202;-105254105839;15905322;2;11;0.6048;0.3165;0.8460;-0.2736;-0.3726;0.5241;0.79;0.0
40018333673;-105254090774;15905161;2;11;0.5958;0.3125;0.8363;-0.2698;-0.3672;0.5186;0.99;0.0
40018333433;-105254076580;15905186;2;11;0.5873;0.3087;0.8269;-0.2662;-0.3621;0.5134;0.19;0.0
40018333543;-105254063182;15905781;2;12;0.5661;0.2999;0.8005;-0.2495;-0.3439;0.4876;0.39;0.0
40018333736;-105254049773;15905970;2;12;0.5497;0.2931;0.7801;-0.2373;-0.3304;0.4688;0.59;0.0
40018333836;-105254037076;15906491;2;12;0.5348;0.2869;0.7615;-0.2263;-0.3181;0.4519;0.79;0.0
40018334349;-105254024908;15906462;2;11;0.5227;0.2812;0.7457;-0.2165;-0.3069;0.4386;0.99;0.0
40018334593;-105254013559;15906635;2;11;0.5114;0.2758;0.7310;-0.2074;-0.2965;0.4264;0.19;0.0
40018334733;-105254003041;15907140;2;11;0.5010;0.2709;0.7173;-0.1990;-0.2869;0.4152;0.39;0.0
40018335154;-105253993226;15908371;2;11;0.4912;0.2664;0.7045;-0.1911;-0.2780;0.4048;0.59;0.0
40018335414;-105253983370;15909367;2;12;0.4749;0.2614;0.6887;-0.1797;-0.2672;0.3875;0.79;0.0
40018335618;-105253973758;15910217;2;12;0.4619;0.2571;0.6752;-0.1704;-0.2580;0.3739;0.99;0.0
40018334949;-105253964382;15909979;2;12;0.4500;0.2530;0.6627;-0.1618;-0.2495;0.3615;0.19;0.0
40018333938;-105253955491;15909248;2;12;0.4390;0.2492;0.6510;-0.1538;-0.2416;0.3501;0.39;0.0
40018333402;-105253947490;15909190;2;12;0.4289;0.2457;0.6401;-0.1465;-0.2342;0.3397;0.59;0.0
